Language	Estimator	Model	Distance	Surprisal	Script
Czech	Plugin	ADN	2	2.579511319124621	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	ADN	3	2.5740432183442223	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	ADN	4	2.574033886865299	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	ADN	5	2.574033886865299	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	ADN	6	2.574033886865299	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	1	3.0206076022706743	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	2	2.5794751175309214	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	3	2.5740532275431676	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	4	2.5740438960642447	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	5	2.5740438960642447	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DNA	6	2.5740438960642447	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	1	3.028629896889441	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	2	2.579369974170876	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	3	2.5740399102768934	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	4	2.5740305787979705	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	5	2.5740305787979705	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	DAN	6	2.5740305787979705	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	1	3.0915068892951463	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	2	2.579541119046652	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	3	2.5740521599755732	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	4	2.5740428284966503	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	5	2.5740428284966503	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	AND	6	2.5740428284966503	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	1	3.0829978255934063	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	2	2.579390842004924	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	3	2.5740442783977704	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	4	2.574034946918847	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	5	2.574034946918847	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NAD	6	2.574034946918847	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	1	3.0211535445349815	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	2	2.5793952911491345	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	3	2.5740695221010945	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	4	2.5740601906221716	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	5	2.5740601906221716	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	GROUND	6	2.5740601906221716	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	0	8.015629144058014	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	1	3.0212488535401927	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	2	2.5794909198236375	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	3	2.5740439725357644	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	4	2.5740346410568415	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	5	2.5740346410568415	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
Czech	Plugin	NDA	6	2.5740346410568415	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin_2.py
English	Heldout	GROUND	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	1	4.968861029102135	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	2	5.043945712837913	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	3	5.184430565716983	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	4	5.3385766364700515	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	5	5.49725128727287	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	6	5.6578459297361245	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	1	5.0019147847681245	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	2	5.057717616283966	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	3	5.198472420330466	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	4	5.3537782606430335	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	5	5.51388541355503	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NAD	6	5.676046933325989	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	1	5.002866223628739	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	2	5.059231361480191	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	3	5.2001383666929755	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	4	5.355545811120391	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	5	5.515766168439045	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	AND	6	5.678045939796031	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	1	4.9694339858084	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	2	5.043623929738495	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	3	5.183563505456733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	4	5.337338126621601	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	5	5.495675144687713	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	NDA	6	5.655948681513478	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	1	4.9714620101229885	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	2	5.046182152277813	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	3	5.186783510283094	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	4	5.341034759059958	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	5	5.499818791920759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DNA	6	5.660528612401488	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	1	4.96915223828308	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	2	5.044439937767642	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	3	5.185183873227243	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	4	5.339615834215611	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	5	5.498584863714317	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	DAN	6	5.659476536785454	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	0	6.591334652220787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	1	4.99874500619802	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	2	5.056330211922173	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	3	5.197612240008365	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	4	5.35335196140632	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	5	5.513888233283271	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	ADN	6	5.676475707903789	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py
English	Heldout	GROUND	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	1	4.917318076264746	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	2	4.955407705772853	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	3	5.064284050347434	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	4	5.187053438525213	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	5	5.314019021962232	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	GROUND	6	5.442768985407842	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	1	4.919561477988112	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	2	4.9588230930089825	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	3	5.069040573621613	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	4	5.193156565512776	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	5	5.321464300194553	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DAN	6	5.4515524480380995	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	1	4.991937173453291	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	2	5.030975961783018	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	3	5.169672933396668	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	4	5.323405131974302	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	5	5.481380393528273	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	ADN	6	5.641069857683513	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	1	4.9191745622545895	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	2	4.957359188087096	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	3	5.066975002266628	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	4	5.190742960478791	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	5	5.318731366349342	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NDA	6	5.4485177631698605	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	1	4.993589555277157	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	2	5.031253467228687	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	3	5.170391224737673	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	4	5.324786575256421	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	5	5.483420843449011	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	NAD	6	5.643762902430356	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	1	4.99750781669897	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	2	5.036401621054092	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	3	5.176288373858595	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	4	5.3313480020483155	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	5	5.490668411823211	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	AND	6	5.6517042453084825	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	0	6.528901643199166	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	1	4.919637274634779	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	2	4.956796526963414	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	3	5.065435284221595	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	4	5.1879206657662555	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	5	5.314603353969277	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Heldout	DNA	6	5.443080931542031	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py
English	Plugin	NDA	0	6.442991337109721	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py
English	Plugin	NDA	1	3.10494832726577	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_Plugin.py
